,Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
476,476,Maruti Ertiga VXI,2014.0,610000.0,21000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0
477,477,Ford Fiesta Titanium 1.5 TDCi,2013.0,300000.0,60000.0,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,5.0
478,478,Tata Indigo CS LX DiCOR,2010.0,140000.0,40000.0,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,5.0
479,479,Hyundai i10 Magna 1.1L,2008.0,229999.0,50000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
480,480,Maruti A-Star Vxi,2010.0,200000.0,65000.0,Petrol,Individual,Manual,Second Owner,19.0,,66.1,5.0
481,481,Maruti Wagon R VXI BSIII,2011.0,200000.0,80000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
482,482,Hyundai Verna 1.6 CRDi S,2015.0,560000.0,119000.0,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0
483,483,Maruti Ertiga SHVS VDI,2016.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0
484,484,Maruti Swift VDI BSIV,2017.0,585000.0,90000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
485,485,Hyundai Verna 1.6 VTVT S Option,2016.0,760000.0,20000.0,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5.0
486,486,Maruti Swift VDI BSIV,2014.0,430000.0,80000.0,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
487,487,Mahindra KUV 100 D75 K6 Plus,2020.0,480000.0,44665.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0
488,488,Kia Seltos HTE D,2019.0,643000.0,10000.0,Diesel,Individual,Manual,First Owner,20.8,1493.0,113.4,5.0
489,489,Hyundai Xcent 1.2 VTVT S,2018.0,500000.0,60000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0
490,490,Honda Brio 1.2 S MT,2016.0,425000.0,22000.0,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0
491,491,Maruti Alto 800 LXI,2014.0,250000.0,25000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
492,492,Maruti Celerio LDi,2016.0,285000.0,70000.0,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5.0
493,493,Maruti Swift Dzire VXi,2008.0,160000.0,123000.0,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0
494,494,Volkswagen Vento Diesel Trendline,2011.0,250000.0,70000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
495,495,Chevrolet Beat LS,2013.0,170000.0,70000.0,Petrol,Individual,Manual,Second Owner,18.6,1199.0,,5.0
496,496,Toyota Etios Liva GD,2013.0,409999.0,45000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0
497,497,Hyundai Grand i10 AT Asta,2015.0,400000.0,40000.0,,Individual,Automatic,First Owner,18.9,1197.0,82.0,5.0
498,498,Maruti Swift Dzire VDI,2019.0,700000.0,30000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
499,499,Honda Civic 1.8 V AT,2007.0,350000.0,90000.0,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,5.0
500,500,Maruti Ertiga BSIV VXI,2016.0,660000.0,34000.0,Petrol,Individual,Manual,Second Owner,17.5,1373.0,91.1,7.0
501,501,Maruti Alto 800 VXI,2017.0,268000.0,25000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
502,502,Maruti Alto 800 VXI,2016.0,270000.0,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
503,503,Chevrolet Beat Diesel LT,2013.0,300000.0,50000.0,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0
504,504,Tata Tiago 1.2 Revotron XZ,2017.0,450000.0,90000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
505,505,Chevrolet Beat Diesel LT,2012.0,220000.0,70000.0,,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0
506,506,Tata New Safari DICOR 2.2 VX 4x2,2009.0,,146000.0,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,7.0
507,507,Ford Figo Petrol EXI,2012.0,300000.0,85000.0,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0
508,508,Tata Indica V2 2001-2011 DLS BSIII,2009.0,88000.0,201850.0,Diesel,Individual,Manual,,17.88,1396.0,52.8,5.0
509,509,Maruti Swift Dzire VDI,2016.0,561000.0,30000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
510,510,Maruti Swift Dzire VDI,2018.0,755000.0,15000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
511,511,Datsun RediGO S,2017.0,235000.0,25000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0
512,512,Maruti Alto K10 LXI,2011.0,165000.0,90000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
513,513,Maruti Swift Dzire LDi,2008.0,190000.0,80000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
514,514,Tata Indica V2 DLX BSII,2011.0,110000.0,50000.0,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5.0
515,515,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012.0,320000.0,80000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8.0
516,516,Maruti Swift VDI BSIV,2010.0,330000.0,110000.0,Diesel,Individual,,Second Owner,,,,
517,517,Hyundai i20 Asta Option 1.2,2016.0,540000.0,38000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
518,518,Hyundai EON Era Plus,2013.0,180000.0,60000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
519,519,Maruti Eeco 7 Seater Standard BSIV,2016.0,270000.0,100000.0,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,7.0
520,520,Maruti Swift Dzire 1.2 Vxi BSIV,2012.0,450000.0,30000.0,,Individual,Manual,First Owner,17.5,1197.0,85.8,5.0
521,521,Maruti Swift Dzire VXI,2014.0,450000.0,30000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
522,522,Chevrolet Beat LT,2015.0,200000.0,50000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0
523,523,Tata Tiago 1.2 Revotron XZ,2017.0,425000.0,42000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
524,524,Chevrolet Sail 1.2 LS ABS,2016.0,400000.0,30000.0,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
525,525,Maruti Alto LXi BSIII,2009.0,125000.0,60000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
526,526,Jeep Compass 2.0 Longitude Option BSIV,2018.0,1600000.0,14000.0,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0
527,527,Honda City i VTEC VX,2015.0,900000.0,22000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0
528,528,Volkswagen Vento Diesel Highline,2012.0,450000.0,90000.0,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0
529,529,Maruti Alto K10 2010-2014 VXI,2011.0,210000.0,46000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
530,530,Hyundai i20 1.2 Asta Option,2018.0,801000.0,20000.0,Petrol,,Manual,First Owner,18.6,,81.83,5.0
531,531,Tata Venture EX 7 Str Captain Seats,2014.0,317000.0,15000.0,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7.0
532,532,Maruti Ertiga VXI,2015.0,600000.0,40000.0,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,7.0
533,533,Hyundai i20 Magna,2014.0,330000.0,30000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0
534,534,Hyundai EON Magna Plus,2017.0,295000.0,15000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
535,535,Maruti Estilo LXI,2010.0,160000.0,50000.0,Petrol,Individual,Manual,First Owner,,,,
536,536,Hyundai Getz GLX,2007.0,120000.0,110000.0,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0
537,537,Maruti Alto LXi,2009.0,130000.0,70000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
538,538,Chevrolet Sail 1.2 LS,2015.0,220000.0,80000.0,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
539,539,Maruti Swift VDI BSIV,2008.0,229999.0,50000.0,Diesel,Individual,Manual,Third Owner,,,,
540,540,Tata Zest Revotron 1.2T XM,2015.0,340000.0,110000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
541,541,Ford Classic 1.4 Duratorq CLXI,2013.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5.0
542,542,Maruti Alto LXI,2002.0,140000.0,50000.0,Petrol,Individual,Manual,Second Owner,,796.0,46.3,5.0
543,543,Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,1000000.0,190000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0
544,544,Mahindra Bolero SLX,2010.0,421000.0,100000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0
545,545,Maruti Alto 800 LXI,2015.0,236000.0,60000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
546,546,Maruti Wagon R VXI BS IV,2015.0,390000.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
547,547,Maruti Swift Dzire VDi,2009.0,275000.0,90000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
548,548,Tata Safari Storme EX,2015.0,503000.0,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0
549,549,Maruti Vitara Brezza ZDi Plus Dual Tone,2017.0,775000.0,32000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0
550,550,Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1800000.0,30000.0,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0
551,551,Hyundai Creta 1.6 CRDi SX,2016.0,850000.0,58000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0
552,552,Maruti Vitara Brezza VDi,2018.0,750000.0,5000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
553,553,Hyundai i20 1.2 Spotz,2018.0,570000.0,25000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
554,554,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,580000.0,32000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
555,555,Honda Jazz 1.2 VX i VTEC,2016.0,495333.0,30000.0,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0
556,556,Honda BR-V i-VTEC S MT,2017.0,700000.0,43000.0,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,7.0
557,557,Hyundai Verna S,2012.0,415000.0,60000.0,Petrol,Dealer,Manual,First Owner,17.7,1497.0,113.42,5.0
558,558,Nissan Micra XV CVT,2015.0,325000.0,50000.0,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0
559,559,Ford Figo Aspire 1.2 Ti-VCT Trend,2018.0,550000.0,14200.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
560,560,Hyundai EON Sportz,2017.0,300000.0,10000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
561,561,Datsun RediGO T Option,2018.0,217000.0,25000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0
562,562,Ford Freestyle Titanium Petrol BSIV,2018.0,700000.0,19100.0,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
563,563,Hyundai Santro Sportz AMT BSIV,2019.0,466000.0,25000.0,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,5.0
564,564,Ford EcoSport 1.5 Diesel Trend BSIV,2014.0,484999.0,54000.0,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5.0
565,565,Nissan Sunny XL D,2018.0,670000.0,35000.0,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5.0
566,566,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,500000.0,20000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0
567,567,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016.0,675000.0,52000.0,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0
568,568,Hyundai i20 1.4 CRDi Asta,2011.0,220000.0,120000.0,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
569,569,Jeep Compass 2.0 Limited,2017.0,1650000.0,50000.0,Diesel,Individual,Manual,,17.1,1956.0,170.0,5.0
570,570,Maruti Ertiga ZDI,2013.0,630000.0,120000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0
571,571,Tata Manza Aura Quadrajet,2010.0,250000.0,90000.0,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
572,572,Maruti Wagon R LXI,2004.0,120000.0,120000.0,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0
573,573,Skoda Rapid 1.5 TDI Elegance,2015.0,300000.0,101500.0,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0
574,574,Hyundai Verna 1.6 CRDi EX AT,2013.0,525000.0,75000.0,Diesel,Individual,Automatic,First Owner,22.32,1582.0,126.3,5.0
575,575,Maruti Alto K10 LXI,2011.0,204999.0,97500.0,Petrol,Individual,Manual,First Owner,,,0.0,5.0
576,576,Maruti Alto K10 LXI,2011.0,204999.0,97500.0,Petrol,Individual,Manual,First Owner,,,0.0,5.0
577,577,Mahindra Scorpio 1.99 S10,2016.0,1100000.0,100000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0
578,578,Renault Duster 110PS Diesel RxZ,2012.0,480000.0,55735.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0
579,579,Mahindra XUV500 W4,2014.0,605000.0,80000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0
580,580,Maruti Alto 800 LXI Optional,2016.0,250000.0,50000.0,Petrol,Individual,Manual,Second Owner,24.7,796.0,,5.0
581,581,Maruti Swift Dzire VDI,2013.0,245000.0,70000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0
582,582,Hyundai i10 Magna 1.2 iTech SE,2012.0,210000.0,76000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0
583,583,Maruti Swift Dzire VXI 1.2,2020.0,730000.0,1500.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
584,584,Mahindra Bolero 2011-2019 SLX,2012.0,500000.0,76000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0
585,585,Maruti Wagon R VXI Optional,2015.0,400000.0,40000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
586,586,Hyundai EON Magna Plus,2015.0,280000.0,60000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
587,587,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,561000.0,170000.0,Diesel,Individual,Manual,Third Owner,12.8,,102.0,8.0
588,588,Mitsubishi Pajero Sport 4X4,2013.0,950000.0,181491.0,Diesel,Dealer,,First Owner,13.5,2477.0,175.56,7.0
589,589,Chevrolet Beat Diesel LS,2016.0,375000.0,53319.0,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5.0
590,590,Volkswagen Ameo 1.5 TDI Comfortline,2017.0,700000.0,40906.0,Diesel,Dealer,Manual,First Owner,21.66,1498.0,108.62,5.0
591,591,Toyota Etios VX,2012.0,375000.0,31711.0,Petrol,Dealer,Manual,Second Owner,17.6,1496.0,88.7,5.0
592,592,Hyundai EON Era Plus,2012.0,270000.0,43755.0,Petrol,Dealer,Manual,Second Owner,21.1,814.0,55.2,5.0
593,593,Renault KWID RXT,2016.0,300000.0,66693.0,Petrol,Dealer,Manual,First Owner,25.17,799.0,53.3,5.0
594,594,Maruti Zen Estilo VXI BSIV,2010.0,225000.0,59549.0,Petrol,Dealer,Manual,First Owner,19.0,998.0,67.1,5.0
595,595,Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,1350000.0,94385.0,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,8.0
596,596,Maruti Zen Estilo LXI BSIII,2010.0,200000.0,73730.0,Petrol,,Manual,First Owner,18.2,998.0,67.1,5.0
597,597,Hyundai Verna 1.6 SX,2011.0,400000.0,221889.0,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0
598,598,Honda Amaze VX i-DTEC,2013.0,500000.0,116104.0,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,5.0
599,599,Maruti Swift VXI BSIV,2015.0,475000.0,150546.0,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0
600,600,Toyota Fortuner 2.8 2WD MT,2013.0,1500000.0,148120.0,Diesel,Dealer,Manual,First Owner,14.24,2755.0,174.5,7.0
601,601,Ford Ecosport 1.5 Ti VCT MT Titanium,2015.0,555000.0,20000.0,Petrol,Individual,Manual,Second Owner,15.8,1499.0,110.0,5.0
602,602,Hyundai Grand i10 1.2 Kappa Magna AT,2018.0,580000.0,30000.0,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0
603,603,Tata Aria Pride,2011.0,337000.0,142000.0,Diesel,Individual,Manual,Third Owner,13.7,2179.0,138.1,7.0
604,604,Tata Sumo CX 10 Str BSIV,2011.0,175000.0,20000.0,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10.0
605,605,Tata Manza Aura Plus Quadrajet,2009.0,180000.0,120000.0,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
606,606,Hyundai i10 Sportz 1.1L,2011.0,200000.0,80000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
607,607,Tata Indigo CS LX (TDI) BS-III,2016.0,260000.0,60000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0
608,608,Renault KWID 1.0 RXT Optional,2016.0,350000.0,25000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
609,609,Mahindra Bolero SLX,2011.0,409999.0,50000.0,,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0
610,610,Mahindra TUV 300 T8,2017.0,655000.0,126000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0
611,611,Maruti Swift Dzire LDI,2015.0,370000.0,170000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
612,612,Maruti Alto 800 LXI,2013.0,200000.0,24000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
613,613,Maruti Ertiga SHVS ZDI,2017.0,780000.0,100000.0,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0
614,614,Tata Tiago NRG Petrol,2019.0,550000.0,10000.0,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0
615,615,Ford Figo Diesel ZXI,2012.0,300000.0,70000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0
616,616,Maruti Omni E MPI STD BS IV,2017.0,220000.0,40000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0
617,617,Maruti Wagon R LXI BS IV,2011.0,196000.0,110000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
618,618,Hyundai i10 Era,2008.0,135000.0,80000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
619,619,Tata Bolt Revotron XE,2015.0,299000.0,16500.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
620,620,Maruti Alto K10 VXI,2017.0,300000.0,30000.0,,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
621,621,Maruti Ertiga SHVS VDI,2017.0,720000.0,80000.0,Diesel,Individual,Manual,First Owner,,1248.0,88.5,7.0
622,622,Tata Safari Storme EX,2016.0,650000.0,50000.0,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,7.0
623,623,Maruti Alto K10 VXI,2016.0,300000.0,25000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
624,624,Hyundai Grand i10 1.2 CRDi Asta,2019.0,750000.0,20000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0
625,625,Renault KWID RXT,2016.0,260000.0,60000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
626,626,Maruti Swift VDI,2011.0,300000.0,70000.0,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
627,627,Mahindra Bolero 2011-2019 SLX,2014.0,600000.0,50000.0,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0
628,628,Honda Accord V6 AT,2004.0,,100000.0,Petrol,Individual,Automatic,Second Owner,9.0,2997.0,218.0,5.0
629,629,Maruti Alto K10 VXI,2015.0,250000.0,52000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
630,630,Maruti Swift Dzire VDI,2014.0,420000.0,80000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
631,631,Hyundai EON Era Plus,2015.0,235000.0,50000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
632,632,Mahindra Scorpio S10 7 Seater,2016.0,1100000.0,60000.0,,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0
633,633,Maruti Alto K10 VXI,2019.0,360000.0,25000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
634,634,Hyundai Grand i10 CRDi Asta,2014.0,380000.0,50000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
635,635,Ford EcoSport 1.5 TDCi Titanium BSIV,2016.0,650000.0,125000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
636,636,Maruti Wagon R VXI Optional,2016.0,350000.0,80000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
637,637,Mahindra Bolero 2011-2019 DI - AC BS III,2017.0,700000.0,70000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0
638,638,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010.0,270000.0,90000.0,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0
639,639,Tata Bolt Quadrajet XE,2017.0,450000.0,50000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
640,640,Mahindra Thar CRDe,2016.0,630000.0,101000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0
641,641,Mahindra Xylo E4 BS IV,2010.0,229999.0,168000.0,Diesel,Individual,Manual,First Owner,14.0,,112.0,7.0
642,642,Mahindra Xylo E4 BS IV,2010.0,229999.0,168000.0,Diesel,Individual,Manual,First Owner,14.0,,112.0,7.0
643,643,Maruti Wagon R VXI BS IV,2011.0,270000.0,40000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
644,644,Tata Indica Vista Aura Safire Anniversary Edition,2009.0,135000.0,28900.0,Petrol,Individual,Manual,Second Owner,0.0,1172.0,65.0,5.0
645,645,Maruti Wagon R VXI BS IV,2012.0,275000.0,20000.0,Petrol,,Manual,First Owner,18.9,998.0,67.1,5.0
646,646,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2625000.0,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0
647,647,Lexus ES 300h,2019.0,5150000.0,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0
648,648,Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0
649,649,Tata Safari Storme EX,2015.0,503000.0,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0
650,650,Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0
651,651,Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0
652,652,Maruti Wagon R LXI,2013.0,225000.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0
653,653,Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0
654,654,Honda Jazz VX,2016.0,550000.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0
655,655,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0
656,656,Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
657,657,Toyota Etios VX,2017.0,625000.0,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0
658,658,Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
659,659,Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0
660,660,BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
661,661,BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
662,662,Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0
663,663,Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0
664,664,Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0
665,665,Mahindra TUV 300 T8,2015.0,634000.0,165000.0,Diesel,Individual,Manual,,18.49,1493.0,100.0,7.0
666,666,Maruti A-Star Zxi,2012.0,235000.0,98500.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0
667,667,Hyundai i10 Asta,2008.0,275000.0,98000.0,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0
668,668,Mahindra Thar CRDe AC,2014.0,700000.0,24000.0,,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0
669,669,Fiat Grande Punto Sport 90BHP,2013.0,400000.0,90000.0,Diesel,Individual,Manual,First Owner,20.3,1248.0,92.0,5.0
670,670,Maruti Alto LXi,2012.0,215000.0,90000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
671,671,Hyundai Getz 1.5 CRDi GVS,2009.0,150000.0,110000.0,Diesel,Individual,Manual,Second Owner,17.1,1493.0,110.0,5.0
